Jan-19,Feb-19,Mar-19,Apr-19,May-19,Sep-19,Oct-19
7694cbca5f23fa657735f072c1cbbc087a3b3e8f90f023b3465720a7f9d903bb,e4c2ab241bc850254fb64b0bd852b0ad52675264d64ffa619dfb61997744b604,2d4fbc88bfe75abad6366c8646799f9e3f6eb92f65ca3e055779f36e2c8e333b,09672c17c4ef9d62367db867daf243f5843b363c8d2125e69f91b37af42e818c,a0ebfc81ba0f08dae4cfdf68e03efa80addb7ce41083ecbf98370acd020459ff,0db51b17f0d92714fdd4a4622d20b084519761a539b211417ce790a47e7d3549,b6023a3df41ccaf6efd29754c13bb8495037f44610512f923a50156cf3742608
807d97e911275693f9c3c1a651045f9ca8f9901566e753cb0c79de2216ff6881,2c24265ae50123316250c56bcf001e3656fcecc46509d5ec7b29a8e623801ffa,b94100c0eed7bd2ceff208cf48a7ae964c69bcb84d30cb1d97f4546920803072,3eb6d9a65ade3985971311be4bd76f121730e2578870995a4e29307fab94ce68,0b1310aa7bb2e7465a222a04326079ef48b0c163b96e95a1860e79666b479b7c,ac5564766899e60fe1b9168fde2479c495d08ee002772d1674ffd90dbd4360f0,d6fe373d277c5f879898aabf73b8dca3dc628e78cbd2e0ac29d639e1b5d1654b
8b7c355c4cd80d80eae31425947803b59024f012f9a624dbee210fc3ec758777,34751c27b097bb0a4a54e83997ba8702ef0dec25d2a48a165c10f2d0359dc83c,e949480d691ac9920b06649654c3727395547494daadb59b23725b48d2723bd4,4c9b79dc0833628cb3a3029b7c3ffd35e45e61fa7ead0f5038526cd138774c71,553239859b03fa874dbb1da58799b9b0ffe0007f1d47c930848d7ab6098de072,c552f42f23ad45f3125b7fa2738382d67a51d5d830a6717bfc5cb029828579ae,f2c14f32599039a2b201e1eef7f4715185cf9a60f960cd54834e5bf3d05bf46f
e663871e8bdf96958321a2ae07b67efe02f4edc566bd63e0006842f41b2a3427,68af9f525e5fee9dd406af7998dc8fff6ae0dbf4c0dbee9a5068c55543429ee1,f39e39f68e86c1fc95babaa2497112302a21ad7878eb47185767232a79798581,5353758894e7cfaee0376ac38e76a1c366b1d0ea19911affdd23f2cbdc12d020,3606c54dbaba863109929191dfda5771de069a4fdbdc6322ae75c549aeec3ddd,f6c68a96fb0c631b24f43bb3dff8f078fc21b82acb93e6dc09bc96a0ab3220e1,9811a33a497366e62bb30d5b08a2e755ac8b25e0a891412717b18c5a09e55bdd
f11aafd00f8e79125089aabc85c9b449e482ddc66e93502257a19d0da885f430,866bb04d31eda1cb430613f4d20da178fe1065d10beebc8cf5de084d345b96cb,4bacfbc7e157ad250974353665bb83de95b75e6ab6a738e8adb61ec63689b56c,799662e0f66303dc69c7f0ea22c7272cafe3093df5d50d1c0ea13ef32e827e84,5cb8575c41a90132e26b37da86d4c36b7d7e9dc7167f3297005cad53c9932f5b,569960ebecbf0e9b2db5237d98e5bdf49effbc58d93b48bdc19f54c33fa1fd58,1f3f485fcdbd19c1b3754695d0fc9718b72e5c9b7a5decea805f8b6d2ea26b44
64151a4bd32f323ceddbc46ada93dfc9c9779059684e9b958d2b503f8f233ebe,ac0a34d2af305422ad9b289b8a6abf8784c08cea9e65f45fd792e757096f3fe2,07929c237a731be16cf4cb6b64dc8768ced5479ff361f7df6da23ea81bafa445,d3fd9d10ba799b7c4c8b30aa1cb6057b3dd1871d5b7f14e66d1dcd24b64bda49,ba194c165790fe37e147a5148a0e460acbf65bdbafbf0928bc1bd762359e0691,4c696a748f8cf0b944d8491fdea838b8a360caf80254529b3e5dc906a0b855a0,9936d47b871ef345ceca55fd54205ca0d420c581fecbd96c1d6cf98a25d62005
7ca6b8611c682e3f107153fb98a62321b914a1e867339f21793715e9d3985edf,cd255ab603e6d4e5e9854f5e1cce944a27da5d4f3237c60ad67326f9667bb517,b9ddb06b8b25d4852fcdaa4d9d3d4f8f8e169c56ca22751081f1dcbdbc0b4c44,ee088087e30147f7dcc7564a6d55b307e9799f828f0aaa8e6d85c28f290e036f,a31b9ebd3c79ea7d6240df25a22b699a77128eb315c332af18fdba229e784926,d8ba29ed14a004c27fea519480bec7126a3c6c69d7b986c82b6fe2c436113930,2ef45876c3d9304418ea0d8f5bdad25cf19f3bd0016ebcc7e9977f00756457a5
c2677e8194432bca3607cb1bc0f14d6f134f39aa4b44bf29462e96cdc262d53a,d97272918dea55053acee8bc0944c116b78997c26cfd8f988f077ee4f90b65df,c5aa52fd3de607271ae5dfd7b50da9a27cfae5a73f4eb07f99e89f05871e6c79,6b706516aa4a6c84d7288790bd311b5ff46812d716913cdb7e2868b7502eb5f5,ad7f8db9d25f63a5eb7a79a11d3a565cda0c31bdb3d6a4cd1fe72426f9fde0b5,6569f6b78eb98edb908602dedfe5aac3bd1c4d668b2deff4a202cd4c9b9fd1cb,81a1c73892b82e3cebe4c203280b00e34e4a1a87a28946e778a2b4c589a6365c
3396133844256326df6a12b76618f0512df25d4c684e5b086ae88e701095a9df,02e4efad92133d6d0d8035ab157b07047123a0fedc6023fb8fe6404eaa997e2f,082f403d682f05cb97a0338eaca60947f7a87c4a6d45125ffbab9cd036501b0c,c546488c5f0a56ea6063a375ef7ea194df3020e92b724ac5f1bc14e7ea4ed9a5,bd21e6f1da5dd385350a8631c49b13197c82ef4331a7da2710d7a38d85d7c4bd,ddcca0fdce20d14135024c54da834300fa667f39d0277107d9eab8f74b748218,82690874bd3b94f1aa345668c5333c8eb231721304ad6143179026b593c018f1
19ee948b96af076865e64e4ca70ad97dee5be700a2dcdec84b70c387c740d515,cdb91b4fd2e892c13cebb46b7637adb1a18157a1dfdaedbe0a9209af687abd85,b893b1cb23670ab6caf21fb585804fd06e65e2b3537aa8d62648bfe4a141f6f8,e255b02e13b1ab7691437859d4f2e0d14911eba0e22e3c50cf88f5b417160d76,05516ecea548f83b5ceb14ab7237a40f8c54e39ed0b5c1e9a94edcb9a5e581dd,045c4ab485bd45781234451af0eae62f23abceae375d5434cff37c3e5620f872,5b65d3f6a6930d275e27e073896d642b7de3e4974d43b9086dcba15d11831bb7
4c52d1bb5065a4f46ad1a40e077b127eaa42a1e63a0c89df75b1cf8b35ecc973,f15350c7baa03b9ce96c0ed468f0fbcd9cedf943c5c0a0198435be0859054c34,dd84e8e565cec56715a0379dbbf41367172a87121052e627f7c3dd31e97eb710,fa2ee431e53cc46b3df21d065d45f13009d9be52a92c4bed4d011bf55304eaec,6308befd52f631348a0c565c25c0683627e7d6f34b949d9b51a1c0fda18533d8,1e079b99b841a9d317953b09d0af041105d4b0ce5c72f0727fb0e098393ad35d,666ce592dfd6f4265c7d5c56c48d44ad24f0aa5861b785a39ec63dedf97e716d
a42e62d77699853d6def84b0b775cf85ec68dc93b002d5f2d6099205c5c4ea21,f66925570a0a62bd3a90719237058656eadf0c0f891e24799854a7d93e63da1d,215241bd4e5528a909efee3aeb926c7a2821e20f967c10e1e4febb096f9036c3,16c43b195a311de923fea3c767c1ab05731621ce1a8b7d67dc68896a13ff56a6,cb5d61dbb577162397d82eb7353fa47e3e4ccdb4a852405c497b365c45fab88a,20e2b02260c851ad69fbd76e34f663d6fe1bdbec4781e1ea7b126415bc1f9448,49e15b319402860dffca9784f6281b0452321ffa98dff8d292a5bbb68fe2a542
e83315328f2c3ed4ca575ff64ccf4dc45e916e7df60daf3b78d6e0736433bae4,0b627b4eca9b9e8bd04a0d1a103876f6e0fa91049fd0b51bae9ae41acaacf15b,1590518d57a929a0b919161b4488fcf7e5e70807244e35168a90a36148cbc59a,d1e1020f26ddc8c35f4b8c38e71b1a1d4a07c8a5092c0d2a88196bc12cd40ce1,6d013eef8414007bb1b025c4ea5cd688a27fe561748089c7f70994eb2de2b990,cbf4a66f290119897433ebee0419039de394c2dd022617468a547909cb7a4393,16aa536e17f9eae3fabff4fc9a99ee6112aa82c6bdc58dea62d7c0a44f9899fa
