Timestamp,SHA256,Download URL,Dropped Filename,Using BITSAdmin?
2/10/17 3:46,0432e310f40f4e498c404c37051f3beced897acaeae5e5915f1ec9147301b6cb,http://www[.]pfirsterer[.]com/chrome/chrome99[.]exe,msword4.exe,FALSE
2/10/17 1:11,e6a9462ad5a67b10d8ba39b75539f36f66462207379a14f10681c35e432fc982,http://182[.]255[.]5[.]201/~bemkmund/okekasi/creditadvice[.]exe,creditadvice.exe,FALSE
2/10/17 0:58,516d23490f9880d60b89ffe43be70ba36a66b701a9b33d0705fe525498c214ce,https://silverisikgaz[.]com/edu1[.]exe,puttyx86.exe,FALSE
2/9/17 19:03,2fba2eb85395dbdc72f5befab61fe82229e35843c1fcc994794234eca28fe87d,https://dl[.]dropboxusercontent[.]com/content_link/63TU5prM21HOYxeAFxWJcMFctT0oGEC8koHMuG2NDmLBs6GqemCIMVQOg04CSIJj/filedl=1',win.exe,FALSE
2/9/17 18:53,22036ce2245143cc0da5f727ead2711134a9d817d8cfed7f5935483e3a9b5ff9,https://dl[.]dropboxusercontent[.]com/content_link/mUBgz79EPx6Hvm7Bsim5IeG7RHrqbLia2wxsTOeN3Uovz4QDkmHZQQ6RUnFNl7QF/filedl=1,netflix-1.exe,FALSE
2/9/17 18:46,7f155b55a5f3de4d7ae8c16a08f60f82471a4951a562c79cc8d05152da5c67ee,http://getsolarplan[.]com/wp-content/fanta2[.]exe,fanta2.exe,FALSE
2/9/17 18:43,8db39ea0b31ea2ca2265f2f2578c40cd60cdab87399bd73f748d2710925b630e,http://185[.]163[.]46[.]154/software[.]exe,file6.exe,FALSE
2/9/17 18:04,a8256f34ec869c273b1ec9f77e1943f933779fdb7e67e037abac49d09db8570a,silverisikgaz[.]com/inc/Invoice[.]exe,Invoice.exe,FALSE
2/9/17 17:56,58212512bb8ff31c173593560c2ee127817ef13711593df674dc8d3c3888a8df,http://182[.]255[.]5[.]201/~bemkmund/two/files/dec[.]exe,msoffice.exe,FALSE
2/9/17 17:54,b2f65456df5f4a13c07fde06005d6452fb9529982a95680cab62f7632b4c1c0a,https://dl[.]dropboxusercontent[.]com/content_link/AbdocmNhpW6bMXF06clax69u4TVyJEZHAiiearnhmvouSxPsb53NkuhkncUncQJk/filedl=1,puttyx86.exe,FALSE
2/9/17 13:10,f880ed0958b774250592a559d74d508a69ee568910b15cfbb62ad7dfe46dd1fb,http://silverisikgaz[.]com/c5162c943fce4d2062efc30600e3b49093575[.]exe,c5162c943fce4d2062efc30600e3b49093575.exe,FALSE
2/9/17 9:06,e9af0e3f587a5b52c461f9fe78bcfa837eb9c63be427fd0bc1527e9d87fa67b9,https://a[.]cuntflaps[.]me/z2oVV[.]exe,z2oVV.exe,FALSE
2/9/17 8:10,61cd4a2bac9203a53c2a0a22490af2e85432620cd99611fac0cbf079681bffd1,http://182[.]255[.]5[.]201/~bemkmund/two/files/dec[.]exe,msoffice.exe,FALSE
2/9/17 7:58,6d9641fd20ae7c347cd29e8fbdc2cc54cac6975df253feae46f6967257670a44,https://dl[.]dropboxusercontent[.]com/content_link/mUBgz79EPx6Hvm7Bsim5IeG7RHrqbLia2wxsTOeN3Uovz4QDkmHZQQ6RUnFNl7QF/filedl=1,netflix-1.exe,FALSE
2/9/17 5:30,8e3d1ca9471e035780598245666cc8fe5202436bb895d5f3c82c554262c69660,https://legacyrealestateadvisors[.]net/brats/remmy[.]exe,puttyx86.exe,FALSE
2/9/17 5:30,caa25ed0c34b4bcabfbabd0fab53a3df90daba4ce181d6e3807fe928862bab1c,https://legacyrealestateadvisors[.]net/brats/remmy[.]exe,puttyx86.exe,FALSE
2/9/17 4:59,c9fb5251b18c6492007671fb57814effa8cc33748b8fbcb82e9e21a04314ca91,http://ridart[.]ru/components/com_contenthistory/ga[.]exe,pdoc.exe,FALSE
2/9/17 4:22,865fcbbc7c4319ad36cdac49ad29e1f3a8eda1ae5457ab3a6f0f1b0bfc954b69,http://silverisikgaz[.]com/quotation[.]exe,puttyx86.exe,FALSE
2/9/17 3:39,a2502ecd65c18d39f7e93f58b5766186fc052f64f2633d7524b4b2bf7fab5fc5,http://umiyatubes[.]com/fonts/cms-file/firefox[.]exe,firefox.exe,FALSE
