First Seen,SHA256,Domain/IP,Port,Backup DNS,File Name,Startup Name,Folder Name,Data Directory Name,Backup Startup Exe,Mutex,Build ID,Enable Client Installation/Startup,Client Persistence Module: Protect Luminosity's Client Binary,Silent Mode (Hide Luminosity Window on Client PC),Proactive Anti-Malware: Clean Malicious Files and Speed up Client PC,Power Saver: Prevent Sleep Mode and Turn off Monitor after 15 minutes of inactivity,Remove File after Execution (Melt),Anti-Virtual Machines/Debugging,Hide File and Directories,Backup Startup
2015-07-23,e86ffb9cc618b8c8587705978dbe5f7ae644475f32d8da9328d8c599fb6ac68b,broadband.duckdns.org,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,$ID,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-29,e85bee0f5aba0a16fe170c8e57749f249d10fe7d853577e8220d19a86429ba36,185.17.1.161,2888,Disabled,Disabled,Disabled,N/A,N/A,N/A,aa35c6029296f4a4c3b408838413a00b3ff96c89,ssg,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-10,e88742643a5bbbb6937d68b6cf7952b48fd031b3e03b1a3110d5d50b6a7f9e8c,174.127.99.203,2288,Disabled,04092016.exe,04092016,04092016,Monitor,clientmonitor.exe,4d0c9ab2ca722d8f6156f0f6ffe15f729f1d8beb34fb5854b5fcf235681911d8,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2015-06-24,e875faf93465f85dc4d6fc8e83e79238b73043afe3aa230833f92d2faa68d266,fetzhf.duckdns.org,2048,Disabled,helper.exe,Windows Helper,N/A,N/A,N/A,a810fa52daf191ab6fa92cfb5dc0c62769d6fb64,HP,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-10,e8b679eda3930b2880eacbbb45f7eea34d0692bf2ba41407dc01932a53e0cb2c,185.17.1.61,1963,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,c755d223ca89c60c92fb7fe7db99c3107a80e189cbc0161cec85dc72b83856db,HOME,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
2015-09-23,e8b57c5f0a55ef974b817bc61c16bbc4ce2b5b1363118126c98e55e03110b99e,ballsack.duckdns.org,1337,Disabled,WinDiag,Windows Diagnostics,N/A,N/A,N/A,8442a1eef0feb3bf8093b482b04965d0e7bcbf7f,test,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-14,e92647f1b7433a8407b766e7f31fb3a058deceb6911a97506df4d3d36f836871,kancer.b0ne.com,5601,Disabled,escsvc.exe,Windows Event,Event Handler Service,Application data,BITS.exe,8be5eca9506598442677a52246d294df7e7aab73faf260c404d17348a0cdf404,f1ddy,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2016-04-09,e921f4deb966b17042f379e61fa38fd337fe6424dfc4d57b0d16cdeb817f7b64,connectioncheck.freedns.su,40714,lum.sammytheseal.xyz,spoolsv.exe,Microsoft Corporation,Microsoft,Microsoft,setspn.exe,79a2efa3a8583977eabff3e1d9cd3f8a3422a43b0552a2f4b2c7f90fd8c6c6b8,739,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2015-09-30,e9076a9dcdaa151e0aee5bc432145918f09673cfe01ed88b2a64f9d63e176774,wintelupdated.dynamicdns.science,9045,alienware.dynamicdns.science,repair.exe,Mechanic,N/A,N/A,N/A,6ecaeb425d5346f68c3416286fc3b13c1c4b8e10,giga,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-30,e944a26223699db0b37fd9afb89cadbd4c578173d78a09e777c2014817724dd4,sana.ddns.net,3333,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-06,e942430c169c8b2badb0c6701aa8c61e72ca6908c775594e683ac707061c02ca,eso.mooo.com,53555,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,a2ff03401b2b204917f0a73613cdc9267dba68c18cb46bf4bcf60c05073e5fa1,HOME,No,Yes,Yes,No,Yes,No,Yes,No,No
2015-11-07,e93bc5fca9c8c60179bfcbed0898d864866dec8f421a3b019691b9d139004e43,hyperex.fishdns.com,6134,Disabled,svchost.exe,svchost,N/A,N/A,N/A,8bfd13cad0bc4b2ac41d9e235951e72c9b62c2aa,RZR,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-16,e947b076da1f178fe0b63c7bb29c1b2a895f852c0964d2c966aa89597bc33dc7,65213462362365267.noip.me,3840,Disabled,windows_acceleration.exe,Windows Acceleration Software,N/A,N/A,N/A,33fa704710f40e05385e3656ae978257219d7afa,GroupA,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-19,e8f19aa320311e89349c91048b22424954d8517a4fa5e71f0df15e8226d54b2b,lenov.zapto.org,4909,Disabled,explorersrcc.exe,Client Monitor,REVIEW,explorere,iexplorererrcss.exe,77d5faa35bf9201e901f06b878fd7c5ac0e34dc3950fb851d71c0814f1364e96,SUCCESS,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2015-05-21,e6cda421b6696ad90c65fe58188cf109af8a697632f876dd4b805787b3f1b727,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-19,e6cc02a4323327d0e232d5eeabb34ac18cfa5a6a39982084d99297436b81996a,imvu.duckdns.org,1122,Disabled,Task.exe,Task,N/A,N/A,N/A,effa3afa0d1d1b3694c3f4a149ad06ad5b5a3b88,Task,No,Yes,Yes,Yes,No,No,No,No,No
2016-05-04,e6b570285d5d073ca6e172769b3c8d93e401ce66b0fba1b717032eaef61df428,daredevil.stonersplace.xyz,58378,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,4d6e6b0276e2dc0ac482aea3080d8872e33a0bd0,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-22,e6b4accdb83a090d7eb44f11745def07314789159e15ac5d8182bd45cecafa93,predat0rip.no-ip.biz,6318,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,23b9c432e761f50c9409ca7e72c4281534606d43,EMAIL,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-07-23,e6a5bbf7c30c85613b0903783428b6002c0cad8a660274a6eff35f69fe705e21,212.7.208.68,6318,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,1794304ff5270a9928bd9591d70f3d6d9c346431,N,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-24,e68a4f3776a4a0cedc7ca9800e19e955a21fb0aab97034ac38c0413e637685ea,crabcake.crabdance.com,6318,crabcake.chickenkiller.com,repair.exe,Mechanic,N/A,N/A,N/A,368991627af376d95601de0a597d04c4c266eb17,2,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-12,e66b24da2b4ecd82600a7dbf9272469da6931a0dbcdd3015f4dd06372bca62c9,rdp.weedsmoke.org,4157,Disabled,Drivplocs.exe,Driver Startup,N/A,N/A,N/A,8156dce8de5f13837bb94e45e293f2348bd28a66,TORSP,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-14,e6db4777702d0af0a45e20456ac7bfd40bcce07ee23aec5f466420ded011dc83,projectk.duckdns.org,64770,projectk.duia.pw,sysmon.exe,System Monitor,N/A,N/A,N/A,06a973d5f0a4aca017313ac393ea61770040c0e8,PROJECT.K,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-01,e6cf0fedd96d133d9e7a5c07936763a4a715845f5d8223fa0f353262033e6024,185.17.1.161,2888,Disabled,Disabled,Disabled,N/A,N/A,N/A,aa35c6029296f4a4c3b408838413a00b3ff96c89,alozie,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-21,e60372980d28ef9e046a045d08f45dea73fbd55c3fe32b5e6674fdd6f9fe428d,systemupdate.su,2138,Disabled,winupdate32.exe,Windows Update Service,WinUpd32,WinUpdData,clientdrivers.exe,493df0186149480ca03214f9bdc2df77d5b290e561c130a969ae3e1bdd44eb13,SHELLS,No,Yes,Yes,No,Yes,No,Yes,No,No
2015-09-18,e5efd9d2b4ec952ab53024cb0c4920ea227a366e036cbfbf317194a72578051b,egidijus.mooo.com,6318,Disabled,svchost.exe,svchost,N/A,N/A,N/A,765ffd214b6327589cb4907696e6a934ca96aed8,Namai,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-06,e5e3e7d9b61c63e47ab20c3cc64217779eb8196546f6f3355bfa4f8102d68cea,sedfiow98sadk.fishdns.com,4561,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-22,e5f79d9f11bcf78ad6a885c9414621c1663043b6385c50160d4718682de1943b,markus13.chickenkiller.com,1650,Disabled,Disabled,Disabled,N/A,N/A,N/A,4d6f61db6732d958c4ef106aefe61094925c4897,NEW2,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-17,e5f559641a2a4987b66f7b58e86f0ced5b578063a362765ff252e087671fb15a,burk2n.linkpc.net,81,Disabled,Windows.exe,Windows,N/A,N/A,N/A,b36be79cf687703c731a44722e5ef70816337f53,SKYNET_DOFUS,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-07-15,e5d0c2173d7152afe2848e206414a180c424874c0e82b0a8b84ef984bf05081a,cincinnati.duckdns.org,3009,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,3c79c65af1ab7fb8b65d67c638edcddbff8398e0,TV2,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-04,e5cd4770c8dd359c11530c339713cac4b6b312363ebc72de0071e0d2954afdf8,lumi.onyeakokwa.com,3175,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,82e370622359ad24112ca0f216b6d1843c208704,Cloud march,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-18,e5d2ebab7d6c99f3c9aadf394d363918c51520fce0b54525558b2d296b2db0df,justiniredia.ddns.net,1500,Disabled,Disabled,Disabled,N/A,N/A,N/A,47eb569267bed4a7bcdc28ce111b24f9a3fe450d,Justin,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-10,e78dd6f524f0da9735506835492556f4a2956cfe1e9fca75d1674d2ce79175c4,Luminosity1.mooo.com,1704,Disabled,svchost.exe,System svc,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,$$$$,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-01,e78b1455e18dd8c4a997593df411fb24adf3caeac09cf3a04dc3eb907085bd9a,XeKush32.chickenkiller.com,2122,Disabled,svchost.exe,Windows Startup,N/A,N/A,N/A,47fa08765bf4a72b8c965e87572abba09b09f7dc,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-10,e73d0262cf2d2a7136cfe11d1b59aad0fdd8b9d259e12acbdcaf78ba84b11de1,d0pe.duckdns.org,1994,Disabled,windows.exe,Windows x34,N/A,N/A,N/A,8dc82fe8da83f1c8a93245d8ee1d8379c38e1b2b,Windows,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-11,e73634de5d8edecde7f339a4e1c0d6078f810caf6dfd3397b501622dfe6c171d,mtx.ydns.eu,1604,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,Home,No,Yes,Yes,No,Yes,No,No,No,No
2015-09-30,e74343bbae8e3c0dcc90018595a932ff87769bb227984396cf02d41a18d28d91,samcruz.ddns.net,1940,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,5a00bfd4cba30f607ee98641cb11ec2a1572edac,sammy1110,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-16,e73eb3114038b68dc60d3d16acaa56d8df46986624af55ad7e21911edd48c346,192.99.63.42,51699,raidtekk.us,WindowsSever.exe,WindowsSever,WindowsSever,WindowsSever,clientmonitor.exe,0f173c023639aba86134675aebd787b79c1a787df49d8f9750f34245a6990ac6,Arma3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2015-09-15,e74a7991eaf4ebeb5fe0a49d0589764d982ffc79245665fae43ab559c5097f88,185.82.20.37,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,6797b7a90edc0ac987ad3e86517e0f0218bb5afc,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-05,e748bc4dd763b5f347d0d6179a1384d0c37505ecaff3b75e3b48ef6cb9468567,notrip.fishdns.com,38457,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,6eb7dba9b795dd9309bbed7dc04ae7481fb8c8d4,4 U,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-28,e758327980978b1f427123af7f7b485d1b929a8e02543dba54daa6e32e88858e,anonykidz.no-ip.biz,1604,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,1f05d92d3f58223ff75c277d597be543175cda2b,SnipeBot,No,Yes,Yes,Yes,No,No,No,No,No
2015-10-31,e840cc8ab50a65308a8c952d32c2f5ada750884cfda51cef73dc7e13c923a4e5,198.38.92.178,6318,Disabled,client.exe,Client,N/A,N/A,N/A,565a327302d23f665236b7932a6b90728e1542b5,victima,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-04-29,e851208702683daa1c5709c0b6c4e0f6aef96287066a1e6698d27afc5737c896,ichbinderbeste.duckdns.org,6051,Disabled,dwmn.exe,dwmn.exe,N/A,N/A,N/A,ae4842740037f942146bbf694c2efda3bd369636,TeamviewerMETHOD,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-31,e7f76efdbf25edcf26dd8cec6bc3877415fada561d67de2e00e775d4432310c9,langdon.duckdns.org,6318,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,2e71b89703fea80aed89adab2b3f0efdf5f0177c,StartUp,No,Yes,Yes,No,Yes,No,No,No,No
2016-04-14,e812da5368def1dfada3f93620b64779564f7b2cf91ae4388d67f37e733dfaf2,heisenberg777.ddns.net,54397,Disabled,AdobeUpdate.exe,AUM Adobe Update Manager,Adobe,AUM Adobe Update Manager,apm.exe,5e5926e0a8fc8aee0e9d839ae603085de7f5a9177e565aef6d43d0ae982ae165,bC6,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
2015-10-24,e82b2fb65e5775e0bed712321195eaa9c487717e55ad2076126e3423d9202e9e,fokusyouass.no-ip.org,20000,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,eefd8c1f3d6a4b33c87a4515a8f9196b733df128,Dipsen2.0,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-26,e837ad74982b5bcb943e0121c19f17890a0f08f165ccb0ac41871b7c1fc9d0f1,xyzxz.strangled.net,62020,Disabled,client.exe,Client,N/A,N/A,N/A,3d2eac700bd3c254f8798c5fbec6565b2c15886d,CHT,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-27,e7dd36b4c467fb584b1a18a53ffe3b9c4c9303201818f2ad95c3d78359f7017a,ysz.ddns.net,44061,Disabled,System.exe,System,N/A,N/A,N/A,847fddd22a8263ab15024e2b5d280a7cabe01338,Updated2,No,Yes,Yes,No,Yes,No,No,No,No
2016-02-05,e7ddd5544f4392ae7052ef60ec91c4f0c1b54cd47591a928fc324459263b66c7,andrewsnetwork.net,6967,Disabled,Disabled,Disabled,N/A,N/A,N/A,3cefbe849596897c34581269e24e41804d03d972,PROTEJAT,No,No,Yes,Yes,Yes,No,No,No,No
2015-11-17,e7f51153c40cfb52659e7f0c8e020accf77c77fea4c210f534e4bf660759e02e,no-ip-dns.uk.to,1722,no-ip-dns.dynu.com,taskhostw.exe,Host Process for Windows Tasks,N/A,N/A,N/A,7c8ce0f43ee210363c1adb86982dc3e3b88b6123,CAPO,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-27,e7f6b37cdad39d32793f3d4ecd5587588ebf80f9889f329824dc79f7bdad71db,95.140.125.85,2909,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,9d48765517e7000cc5cbee9650bcf0c81553f2a3,mix02,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-06-07,e8f9e52ff2523850bc6a47ffde81e7a638c1acd7e8d32f8d7b2a67e8d612e0c6,keane.duckdns.org,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,122668fb64efc7f339170b5e8da878e93b12bf22,THESOLO,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-13,e8d20bfa1dd6ba4fc05907142a9c95b7773e0ed692c3e685cce5dddb4d62f526,ra4rcz1.dynamicdns.science,25870,ra4rua1.dynamicdns.science,Disabled,Disabled,N/A,N/A,N/A,8e6f4199e2cda1c9733902f94d8e8f38638ad074,testbuild,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-08-31,e8e3a31f8886174d3355c5d24dc11b035e0cb40bc487e5eeb4169dc1045f2491,5.230.234.27,4517,Disabled,svchost.exe,svchost,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,svchost,No,Yes,No,Yes,Yes,No,No,No,No
2015-10-30,e8ca43ebdf0785fa59d082cafa850d6483d279c6e83dbdaa2e3b5642a10077a4,cosnnicchina.no-ip.biz,6318,Disabled,client.exe,Client,N/A,N/A,N/A,6615ab5208291ded661f3260d09dcb8130070a82,delta,No,Yes,Yes,Yes,No,No,No,No,No
2015-08-30,e8cccefc68737f422e484f6b67a024d9260d26f2ced81837fc5277b66b3f7dbc,XeKush32.chickenkiller.com,2122,Disabled,svchost.exe,Windows Startup,N/A,N/A,N/A,47fa08765bf4a72b8c965e87572abba09b09f7dc,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-10,e8eb9eeba4243bd5a32eabb9b437cafc87f99256f6cc5d7bce4d3b44360c2ca1,mrblazin420.ddns.net,2560,Disabled,javaw.exe,Java,N/A,N/A,N/A,902988f7ab66c519e8ab577fd09c7c5f2c6b72c8,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-05-16,e8e4932a0478ac8908ce6ad0f74dd77207a8f1e4f3c9c01cc45209fc2d7de123,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-01-28,e962c5cace66d851a4a6ed74d400768bb63c6f796ce207a12393f7667ede9e88,1955rondavies.ddns.net,7189,Disabled,Disabled,Disabled,N/A,N/A,N/A,15e9abb2e818480bc62afceb1b7f438663f7f08f,1 28 2016 ,No,No,Yes,Yes,Yes,No,No,No,No
2015-11-30,e970be1b8e87dc840252aaf88f6383c1e9b7f9775828c01869079deaa0e0f00f,ducksanddicks.duckdns.org,1337,Disabled,Disabled,Disabled,N/A,N/A,N/A,7fe5774cf1e078948b4296f88de38d8e8bafb3b9,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-04,e971dcb92c8a7c0100c96ceacfec9212397262382ee6ed06485ab3d3dfe72df6,xv1r00s.duckdns.org,3444,Disabled,svchost.exe,svchost,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,Hacked,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-22,e97d210159d5c976ca3b9f6c9854891c6a5a44d036724f73dcbbf5b6e232f4da,mrblazin420.ddns.net,6318,Disabled,flipagram.exe,Java.exe,Java,Monitor,clientmonitor.exe,59f8a8722cf5e8199d64f5b1255d0ff1f25d238d7cffdaef0061a3bc2782c834,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2015-09-28,e97f5f6973b36317f6dfe931655c80ab0254f11e11e283ae05026d4d885082fc,api.bin4ry.com,42555,85.89.0.141,Disabled,Disabled,N/A,N/A,N/A,cf05909f7e1e88aa738b6f8bb4b692db0a0b0647,BIN,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-12,e984b7e74a1734f410dfb717ecd3f823bf09922132e3816ebe370bb915daef88,burk2n.linkpc.net,81,Disabled,Disabled,Disabled,N/A,N/A,N/A,b36be79cf687703c731a44722e5ef70816337f53,SKYNET_DOFUS,No,No,Yes,Yes,Yes,No,No,No,No
2015-05-15,e4fb2287274c96b11dfecd1becd1b3936e31f04b6acbc38b7cebfc7d3bb99a89,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-09,e1318694054734979db80fe93ad85c82b7772918fd4ce02ff2ed5ee547a2ec6a,windows32.duckdns.org,1700,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,34de70971ce8a2ec9a82d221cef86088f3bc586b,RS2,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-19,e1bc317bdb4e0121c65bf0a4a74e37e2c22581ea8525e8a540105d693ba2111d,sheyling.scieron.com,5610,img.linkswag.ga,daHost.exe,Device Association Framework,N/A,N/A,N/A,cfc4764f3bbfae7c2c155456e0ae08a61242b9ff,ch4rli3,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-08-14,e0192de4be719c366531d57c72f307f123eb45ae4804b30baada86df01375b0a,174.127.99.136,1604,Disabled,Windows Explorer.exe,Windows Explorer,N/A,N/A,N/A,4c5912925ebe4161e744ccb5563a1c817e9fb5c6,kikfools,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-27,e98d758e169d6186dfa4bfb9cabb8de002fe15906b5efde7ededf8209c20ca35,databaseoverflow.ddns.net,16636,Disabled,bitminer.exe,Crypto Miner,Crypto,Miner,sys32.exe,cd2a3017eb78b67eeb975eb44bcd3b7509f1ccf591fe4d0c5a448d0591ea0927,BIT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-03-23,e995216635147b427eb5fef8456f34d573d2da58ba65ad00d2b32b2e28b6927a,193.105.134.78,1109,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,447fe8362cf311ba23d25c1519e730de542e8ba9,pappy,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-09,e9a4ae4ea57817ee094a26dae6bb88930d711da2cb42080f3c217f880a04ea8a,paulgunnar.ddns.net,5050,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,ROBOT,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-13,e9a5eb28b5b17bfbe0fba0aa6ea5c5a37a6b5d26ef7779aeecb2785418b0762e,cool.andrewsnetwork.org,6968,Disabled,Disabled,Disabled,N/A,N/A,N/A,6d4af916947c08af2de97a2c3b876fa1afbf253b,YT,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-18,ea42f22073da7463be25e49ab387d4b48ab86eb73e0d8282ea3056e67617ecb5,xlizob.ddns.net,44477,Disabled,Java(TM) Platform SE binary.exe,javaw,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,BOOTER,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-05,ea4b8b7db6ebe1cea57c323ab3092f4682d5336620c6d482c04b067dadfde524,ragnarok.fagdns.com,23073,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7f3fade641aabe8a499cf37e60234eb30ee604e5,BETA,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-25,ea199eb0bff21a619254ffab95efc48daab4965ed4a7f8b53548e1107d1a5427,testrawvpn.fishdns.com,19056,Disabled,RuntimeBroker.exe,RuntimeBroker,N/A,N/A,N/A,3cbe300381af2d44f5246e803e5f9faca00b9e2a,1.3vpn,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-02,ea2954a24b8bda6856bda0e5f17c619ca09980bf32520123065f9fcd21f68104,dendy39.duckdns.org,22028,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,acb7b9bf191ebf6fc9bf4612dc39a218849dbbb8,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-20,ea0d78beba3a6ba8bed981d40750651137828a73dab8c364581227de47217903,freenwildlegit.fagdns.com,1213,Disabled,system32.exe,System32,N/A,N/A,N/A,6a8ac95fd7f8ab5190899f4761ff8c477f30c332,v1,No,Yes,Yes,No,Yes,No,No,No,No
2016-05-20,ea1209073b27d15d887db7db5220245fba710a3dbf79a8af7b7f9fa69a15050f,ajaykumar2u.no-ip.org,4450,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,36806c40f1c4be86fc5d76474a053fd37f76dec3773edef494a11e26da4f0be6,Autobiography,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2015-10-12,e9fbf9b29c3126ee854586c7e04ab6636d8e856e8e7e587c9a191d36b29a7fde,indablood.chickenkiller.com,90,Justdiehood.fishdns.com,sysmon.exe,System Monitor,N/A,N/A,N/A,6e9bdd4230ecbb6c44641ee338e664cffb983192,NanCTrop,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-16,e9ef6049aabb152121936392ffc27216398b27a8d31f91b7e0ca88ca74b4b446,185.84.181.83,1604,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,82302208403315116dc8e7a1098b23f36f81db7bbaf8ce6eb2c0abab384a6c1e,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-03-31,e9f4ef48375e6685e29b7ebc52611adce5759eb24399d134d199d9b7627f3ea7,wintelupdated.dynamicdns.science,9045,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,6ecaeb425d5346f68c3416286fc3b13c1c4b8e10,pure,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-01-28,ebb9cf0159df2050a4e7d251cc2261dad5b3a8b8f9e74a9d94cd07c5e343c12f,moonll.dyndns.biz,6653,yourllink.dyndns.biz,Disabled,Disabled,N/A,N/A,N/A,703abda838c13bb9432553d3f974272d7ffc67fb,2016yes,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-19,ebb1637d4633929e1ab0a7c520c2bbaa43aac8372b8c3911fbf892cf6ff91126,squishyroot.ddns.net,31336,Disabled,Disabled,Disabled,N/A,N/A,N/A,1bfaf9f3d48ed0d2366a7ab6c64e9603f2fd064e,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-02,ebab4d617fae77b635f1af91e526efef8cf3462331e1e9534529abdd3581447f,23.105.131.215,1604,Disabled,Disabled,Disabled,N/A,N/A,N/A,bcd6a7f47285d6dc8086d699e29161035d708b4a,<MODDER>,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-15,eb952862238307239bbbbe2b9e5fd9790a83b0ea43a049e651b3e78f4a3bbec7,yjinmorajpl.ddns.net,1600,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,47eb569267bed4a7bcdc28ce111b24f9a3fe450d,163,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-20,eb8c97939971c45a7bd12e94d948479a75c12ebe8b45535fff7a21ce35fdf1ad,paltineanuvladalexandru.ninja,13392,Disabled,Disabled,Disabled,N/A,N/A,N/A,3cefbe849596897c34581269e24e41804d03d972,BUSINESS,No,No,Yes,No,No,No,No,No,No
2015-09-02,eb848ef317dd87838aa03c70b7ecda884bf2b70ee9f79d33d827a4f4e2941c56,dendy39.duckdns.org,22028,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,acb7b9bf191ebf6fc9bf4612dc39a218849dbbb8,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
