First Seen,SHA256,Domain/IP,Port,Backup DNS,File Name,Startup Name,Folder Name,Data Directory Name,Backup Startup Exe,Mutex,Build ID,Enable Client Installation/Startup,Client Persistence Module: Protect Luminosity's Client Binary,Silent Mode (Hide Luminosity Window on Client PC),Proactive Anti-Malware: Clean Malicious Files and Speed up Client PC,Power Saver: Prevent Sleep Mode and Turn off Monitor after 15 minutes of inactivity,Remove File after Execution (Melt),Anti-Virtual Machines/Debugging,Hide File and Directories,Backup Startup
2016-04-11,00461d5d1a6ace0398b5e470b75e3de3e58bc6a352ae504f1abd51dec16ae803,kalebcurry.freedns.su,60210,Disabled,syssettings.exe,System Settings,System Settings,System Settings,systemsettings.exe,702cd9878d8f7d270650b78c71e520a66b07c8d8ff0d1abae049c1168fbbd6ec,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2016-02-14,00626146c2592c5ea341dd06361dfe0a2d3a33b55ff5c4c54be069ce331f678f,88.91.166.93,20001,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,7c52a91f88d4c105714738454fad75e29d8e3b7f,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2015-10-02,0078b8dce431b00c5ece55e5db666157b60f4ae4726879dd9d1555a22b342a66,appleassist.mooo.com,2202,Disabled,conhost.exe,Console Windows Host,N/A,N/A,N/A,e973bdb568e05f6c10c9542df834ebb19ef7acc3,FEMoff,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-16,00adfb1d0533a400926d0677b172ec7a8223cfe033fcfcd355f1f1261a8e236c,gdoc.duckdns.org,6318,gdoc.duckdns.org,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,d878fca982983b121c6dea1b057300136db29e3ce44e3fd34ab5338fd1a2321f,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2015-09-28,00b6c662e3f470d326359ffb6c3125fb07ba09147ddf9ade0f4471231bd2636b,tae.fishdns.com,6969,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,9eded00cd05bb0e77eebd4cb0cee01b102956726,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-25,00bc79c499ea965fabf01432dc139214744d26c214b9726b45c5ce173d3d1aab,example.no-ip.org,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,a2704a57ba7e4a4ab2afd0c604e7a56f201d48c4,Service86,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-27,025a84a5b87192b73800e56fc60d44f4204d879ddde9a2cb1471241d9f347a06,www.lab-project.in,6666,Disabled,Disabled,Disabled,N/A,N/A,N/A,27ffe2756b93a9624f6f41a27a72644f8ea407a4,Hand,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-06,034f1252945cf7db1f2a9c98ebb3c5a97d3042782ebdbca94a72e7158520a33e,95.140.125.85,2909,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,9d48765517e7000cc5cbee9650bcf0c81553f2a3,ebuk1,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-17,0356771364d715201c293d737d88af5aa0681782eeff23d322ce36852294d280,teacher.duckdns.org,6318,cjonson.chickenkiller.com,svchost.exe,Client Monitor,Windows Defender,Monitor,MSASCuii.exe,ddc8738fa41f346b38db04da481b07b6e6692480974006989b88a2d4738028e5,TorrentSpread,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-05-23,035af290cd3cd0cbc7332fd4e0adb8810ed6578d77902a7b63ae6844028dbee4,185.22.174.100,443,127.0.0.1,NeverVac.exe,system monitor secure,windows framework,Monitor,clientmonitor.exe,baca5d9e57f63ccca620337baa2432f7e0ca381e9560ea1da55889ba41b17913,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2015-10-08,035cebef6669c40e1b3d0b82d731e5c065ca5be9b873e71f9bd9a172a0aa7bd7,sabadu.fishdns.com,23205,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7d15415d4cb06c90c6de4105b73d21a30c9d3f4b,YT,No,Yes,Yes,No,Yes,No,No,No,No
2016-01-27,03991c2e0171938d95b7c6683b34492e045145b1dc1cbc1969ed5660288da4e9,testducktest.duckdns.org,9655,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,f865b53623b121fd34ee5426c792e5c33af8c227,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-20,03ac554ae343a3cceea079c2d4b50270cc8b9a6df571bb1167d5c0d9385e4266,sherback.ddns.net,2222,Disabled,win32.exe,Windows,Windows,Windows,windows32.exe,14be4e2513a0b8ea6370047c6c0afa4095bbccbe3d49e300ccc551d0454575dd,www.camshot.xyz,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
2016-03-14,03e80d4783109a57e1b6ae04ea39848569db25de06b17a36d9cecc68432549d6,ns01.d-n-s.name,1410,abw.serveftp.com,repair.exe,Mechanic,N/A,N/A,N/A,c20be4b830f5a1130178a8e9050c3e8fdf334631,14032016Torrent,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-11,04590c9e7a1e7839a2ebe5080bec3864d8e69be16e8ba2a5ca712a71d8d8029c,DUJANA.djaoke.ga,42115,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,8964bfbb60167c283ebd67fe5dffbd1f5a1a1a52,slip104,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-03,046fd29b454d7b5de9607003e4968101406d7957184f57e29524c5f697997056,subzero.gk29xlac58ro.info,1672,Disabled,syscore32.exe,SysCore32,N/A,N/A,N/A,0e775ad16f54983767013dfe1613fdb6d661f5a8,DANKNET,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-05,04fc0787d797efe5c87b506278206cd0adb3a5bba547e73d22467c84d004ae42,easyfucker.duckdns.org,1704,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,a985bd4e0a20a9a17be4866b3a546ee67574033a,NARUTO,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-03,053e47b7e2601d8c63241863649e0b807c3eccbe3faa16e5efe14601edcbd388,connectioncheck.freedns.su,40714,lum.sammytheseal.xyz,spoolsv.exe,Microsoft Corporation,Microsoft,Microsoft,setspn.exe,79a2efa3a8583977eabff3e1d9cd3f8a3422a43b0552a2f4b2c7f90fd8c6c6b8,739,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-04-19,056160312049fcc2633f9c29173045db5ecc8a6d8258cd622a76a1e95caf9fa2,AudioAdapter.fagdns.com,2122,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,47fa08765bf4a72b8c965e87572abba09b09f7dc,OFFICE,No,Yes,Yes,No,Yes,No,No,No,No
2015-10-05,0592eb224b0a794ed3b96e22d45e5215e23c1a5197da19c956514236e750bb82,server21.000webhost.com,6318,Disabled,Luminosity.exe,LuminosityLink,N/A,N/A,N/A,ad5b7662ca688fdcd49228ef5ec3cc608454c5a4,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2016-04-30,05af7d7048e6125fe16c9e7fa53dbc375421d75a71af7364d74c36c18e0e3943,46.22.98.150,1337,canerous.securedns.site,test.exe,test,test,test,test2.exe,b3954026d57dac4b83348bc0d2ce55c71b76dfbb7afa7f18646aed189e130647,HOME,No,Yes,Yes,No,Yes,No,No,No,No
2016-03-07,05ec78a8a96f39ec7340cb3bbd790b7cca49469210755f13d70402e74366bbd8,harrypaul.ddns.net,13337,Disabled,Luminosity.exe,LuminosityLink,N/A,N/A,N/A,09cea0e2b5e2ecee6084a2be6656daabcac3004e,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2016-04-16,0604c6d59c07f68a51c75836df238289173bc246cf8da16a1399ccc74ecab1f2,chiefpp.freedns.su,44444,chiefppp.truedns.xyz,freshInjector.exe,Client Server Runtime Process,Media,Monitor,clientmonitor.exe,9d47503a7b473dc2debf27658435b50811e55a29572abd7d5d08f1202361a963,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-02-02,06202e0130577e7eb6cf19537a5f2fb7780fcae0fa10042638be8a8683a5eab5,cyndra.ddns.net,9050,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,d3677cba5a4d09316190ed74e4535f0aaf4e6a5a,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-15,062bc767e7742cb5ae2da0002869f214d8acb701cc85083e6ac0fd4bb64fbcc3,samcruz.ddns.net,1940,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,5a00bfd4cba30f607ee98641cb11ec2a1572edac,grace,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-25,069f599afabc06a98fed3abb6171ae82e5568349b72dc794030db07401a82785,174.127.99.155,1604,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,04addfc278df9731ed853ba1d2e1c911135ba15d,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-01,0751d02ce316e542fe50f408f16ed56e7ce6b389fb97debea041947659cd524c,cam1.remotecamviewdnspublic.online,9980,Disabled,clientproc.exe,Client Monitor,Client,Monitor,clientmonitor.exe,f0759cb89729f2fccd4e58132986d35f8ab99262ca6a1112baad5c1160d7cd23,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-02-23,075adabeac39d85f8d30fb07b16a90b472ca6007d41660590dee471f570dbac2,paveliorga.ddns.net,1515,Disabled,ratfloat.exe,LuminosityLink,N/A,N/A,N/A,c38368671e4ba95bb44c30c32ab03b1d0c1630fa,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-23,0761f1d14750d369c9c793ea3d38a0befad181bdac90845b0ec68a190c6bf288,sevn7alias.duckdns.org,6318,dcrat-200.no-ip.org,Antimalware Service.exe,Antimalware Protection 2.0,Antimalware Protection 2.0,Antimalware Protection 2.0,Network.exe,b966f4a252b910e6a06502be8154a2b08217962909b3f92234ba567ed50c43a0,HOME,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
2016-04-19,07ae51fc3eb7657495b7cd0a2134a897699d5b235d0e390fd7c7d1b04071ee2d,188.214.93.170,1509,duckyboss.duckdns.org,chrome.exe,Google Chrome,Google Chrome,chrome,update.exe,517c7e4d0585dcd27c8c6b925942cfb22b81fa73831fbb3052fdab1e745c313e,CoC Bot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2016-02-08,08264aa73dfb6cc5629cee24ba973165375cc06dbd931531ab3d025985ecc514,sullycsgo.no-ip.org,27010,Disabled,BhopScript.exe,BHop Script,N/A,N/A,N/A,75078e2a22f36e12c427250cd63a5ad2dd89646c,BHOP,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-18,082fee9af6fa7b8b91ec23f60c11debc61cb79f72a6f8a358afc2d34ef784764,langdon.securedns.tech,1026,Disabled,Helper.exe,System Monitor,Helper,Helper,Systemmonitor.exe,d23e0a8701c9dad602e79e2675df96102097f52f88406f0f4c1b7755965d1245,HOME,No,Yes,Yes,No,Yes,No,Yes,No,No
2016-02-27,085513307387a51d64186e7a18a65b1262ad8716587722320da74e2456dcda8a,testbay.duckdns.org,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,1479ce2227c344974de9d41be6b7ad05546de411,Trial,No,Yes,Yes,Yes,No,No,No,No,No
2016-04-21,0860415cec3e5cffbf989bac767ea1abbfe7fee319c51da1aa6d67469c46a3b3,174.127.99.155,1604,shedyoff.ddns.net,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,587f8a5963cf15712688a8d0209dbabef1d8bb6a61b5bb19e83bf5034e039179,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2016-05-13,08cee336fc5274dcb9d2884536ce7bb072c4c6e49f26e3ad0d84b5abce41c73d,5.196.95.55,81,Disabled,assist.exe,Assist Helper,Assist,App,clientassist.exe,bdb3085a174517faa299baf484e2dec67989659a166d61a6c247ff15ab57b585,CNSdev,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
2016-03-22,08d2078eeb9423836ffe7a612d94626edffa8d1b9e41868cf517747a36614a24,slyatb.ddns.net,1801,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,3d3e92d3f46ceee12592c68c9a088914dbcdb0bc,SLYNET,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-12,093f328cd148d7d007264bb6808376dc66723784a5c32549b4c5bf0cfdb705cc,pacthememe.epac.to,35578,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,00706b5e9ede7f2fb6145370efd20ef72969df11,Meme,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-31,096b73acaaf52a3187456740a3e16afdfd5a6188a241eb5f4eb5a6f49fa87172,oscarjosh1.duckdns.org,1337,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,2683398c63851367e3619f18ed7751d975952dfbd3b10337c5413566bf138c85,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-05-23,09e3dc985634c99604d2edac22fbb1f2a851976132e0fa8e263d24425853dbbe,dhl.ddnsking.com,6555,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,b809c6ed348514322f08bf98957a55a95b3a5d8e,Slave 1,No,Yes,Yes,No,Yes,No,No,No,No
2016-03-16,0a1a473414727a52c571a536f86223b746c490d2f706034e836d9a70276b02c3,hngchan.ddns.net,3175,Disabled,Luminosity.exe,LuminosityLink,N/A,N/A,N/A,7669a054d3cbebb40e6961e664350e25afedaa77,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-03,0a4200dfbf9d7fd2ca68d5163582c89a1a93b7483de5fc05c1f46904b344cd3e,helox123.chickenkiller.com,3156,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,dc0b7a5a59ea9cc06a19f8466d36be511eee1accb008f60083d00475af048ee0,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-05-03,0a52a62550e3e47b89ae659deeb13b674bb76a6eef1e5f438d9bea8ea561437f,machination.xinvasion.xyz,64771,machination.xinvasion.xyz,helper.exe,Computer Helper,N/A,N/A,N/A,69f535a9c90b590b80b792ca0c0914c9aa17ec43,M4CHINATION,No,Yes,Yes,No,Yes,No,No,No,No
2016-03-27,0a72e96796879a9e97bd018c0788ccbbf630313050c88df9417fa939b9ef09d4,188.222.14.12,10011,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,a9f8fd90825035614e622e77093a851cead1f2f0,HOME,No,Yes,Yes,No,No,No,No,No,No
2016-02-20,0b0fdfbaea68f0f0b85c693736b9cc34faed87126e19bd0fa5a8fc52e9f67a71,sugminkuk.duckdns.org,2000,Disabled,client.exe,Client,N/A,N/A,N/A,7425088c36e8bd2a27081afe8629ec9a25a5e68b,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-22,0b6c41b2c9e01a0ddc34400fac85c182c031506b87caa777110faa5ec4c5a047,lolgate.mooo.com,1337,Disabled,client.exe,Client,N/A,N/A,N/A,5f514892a9a36ddc576bdb1512248e01bdd4985d,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-19,0bb1452b158d4efaad828b0fe73ff2c4313a5d2e38a58b8b9c03497b82eb75a1,dankmemex.securedns.xyz,56123,Disabled,client.exe,Client,N/A,N/A,N/A,c6c7a68fb548dc80a97747c95e164919a1b4c731,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2016-04-11,0d18da19872ab78c3de7258e556feecb5e980a25227de019d6524f0107c19898,216.185.114.222,1413,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,b1a1bad8a9622ff9794960a62139b68df619419e,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-15,0d25bee0970589316515dffa8c711b03131e997230e5441989c13c3b84e95159,youareonpranked.duckdns.org,5356,Disabled,svchost.exe,Service Window Provider,Client,Monitor,explorer.exe,11607926a47b1c215be40785a273d7ff194b7bb70c4439d60d8916d62ddfd9c6,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-05-03,0d83a46a8664623ca5c3a0c0640852bec7c19563c076eb923a3f0f5c345465a5,laartje373.chickenkiller.com,1604,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,aa2cdde085b5d6c296eb245190dcce9996e75c03f2cf838307ee067cefa636ac,LL2,Yes,Yes,Yes,No,No,No,Yes,No,Yes
2016-04-15,0daaf116ce8c82d321c51ef3fd115bb9a942bc4e4bcb9ca4fe2b28626de94cbe,loudpack101.ddns.net,6053,Disabled,sysmon.exe,Client Monitor,Client,Monitor,clientmon.exe,4c175cd415f5a2a1c764720fd144dc74914937b95c4093517bc5bed913922b3b,zyklon,Yes,Yes,Yes,Yes,No,No,No,No,Yes
2015-10-15,0ddfab8752bb0735a9de9a4d1b35acbbfd264fc2f750b445de639aaac07fc9e3,dot420.mooo.com,6318,Disabled,repair.exe,Mechaninc,N/A,N/A,N/A,da21daccc98cfb945c6739fe3b7c8d1613b90270,Diner,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-08,0df9767f330fde453bde96df3eb8f6e3019e5c98ece3f6ce54fea2ef39ce52a0,dickdickdickdick.no-ip.biz,1622,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,f396acfc52891b2df5bdbbd7fd3feca3d0eb7d471e44e3819dda527e4a7ebf7d,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-03-04,0ebc2ab35c0e13af12945ed7448faa6f7c540602d6f69ba56866a0419b386ce8,lolgate.fagdns.com,1337,Disabled,Disabled,Disabled,N/A,N/A,N/A,5f514892a9a36ddc576bdb1512248e01bdd4985d,TR,No,No,Yes,Yes,Yes,No,No,No,No
2015-10-11,0f36a3c023dc907c5868f079703d46752545dd31ea2bec99e5ef98e47d968b28,WindowsAudio.fishdns.com,2122,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,47fa08765bf4a72b8c965e87572abba09b09f7dc,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-24,0fc9051a3d2c8b30105380a02ce0232c2b61ba4cd73e3c76ba17022031fcc4df,avprojets.no-ip.biz,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,439a07ec1f93d34a20b69d9ed4376abaf9257047,SILENT,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-05,0fcd9cbec2be710f229756642db9f5cf6fcb5394db9728665144a3bdddb8cabb,lumiogamba.chickenkiller.com,3998,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,b2879cfbb44e2afa82b0924ac89fca1de2a233d195c0036b46a5209f791a9ca6,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-02-20,100611f8573f012eabc079461dd6c7b527c0d9bf8b3d7028a82f38a3a92c5e1f,cyndra.ddns.net,9050,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,d3677cba5a4d09316190ed74e4535f0aaf4e6a5a,Test2,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-04,10a2d4c430771cd1fac5d9632c1798d1badb83e2cd2f4a2dc1769cad8b966b07,jesuslovsme.zapto.org,2000,Disabled,client.exe,Client,N/A,N/A,N/A,4250b836bc4e53e98baad18916376433be8bee0e,HOME,No,Yes,No,Yes,No,No,No,No,No
2016-05-15,10ea8dfeade95f1874b6632028f7ca97bf14ca53daa2487848e0670d549ea53e,cryfreeman042.ddns.net,1030,Disabled,svchost.exe,Client update,svchost,update,update.exe,24097584d4c2c5768adfaa1358de6e4539ba8fcd4e358c7f23195585ffef16f9,hardcol,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-03-23,11095607bd9576c98d35cbf4bfa315af28f8b1d59693a55c6595e63da290875c,2302.ddns.net,2302,Disabled,client.exe,Client,N/A,N/A,N/A,6ef68eb03dadebae8bd19fb38f6abb0918040249,BHOP1,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-03,110a1f7ba68b431fab7981ea7e66e29cec42198ee82d3ed44caf7b9590bc966f,kissman.chickenkiller.com,1967,Disabled,Disabled,Disabled,N/A,N/A,N/A,94dc6ce5db6a73bb73109c611795a32c60a89d8c,ABYSS,No,No,Yes,Yes,Yes,No,No,No,No
2015-09-18,112aaf16d7c7321560c8aaa4e119993a13eda1c5527444e462740de391665130,lumicsgo.mooo.com,251,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,8bb38a018df36ed844ca89d9d1cca3f1d9fe633f,Torrent,No,Yes,No,Yes,Yes,No,No,No,No
2016-04-21,113402da5737a8770d34b109ab0eeab8b07f5b8ea668b931ee6ca0f59b9f0d16,rdp.weedsmoke.org,4157,Disabled,turnip.exe,Mechanics Driver,N/A,N/A,N/A,8156dce8de5f13837bb94e45e293f2348bd28a66,STAT,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-16,114906a6f237d56f25f3530bf838702aca2832e13bb75b32112ffeaf1fecf9ca,windowsdefender.cdfsgrf.tk,2000,Disabled,client.exe,Luminosity Client,N/A,N/A,N/A,c7417d6efc549e23ce6fc0cab0e9b238a6ac829a,Client,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-31,1230b42f3d1afe8d44f458e80b2e7246beeca90b132f4a2497f3e0f580f48e23,langdon.duckdns.org,6318,Disabled,Disabled,Disabled,N/A,N/A,N/A,2e71b89703fea80aed89adab2b3f0efdf5f0177c,JAN,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-31,125f0fed70c5f1517ec2fe4b6fc2aabd753226f5262c9ece9435e2026ff64906,rdp.weedsmoke.org,4157,Disabled,tusrnip.exe,Mechanics Driver,N/A,N/A,N/A,8156dce8de5f13837bb94e45e293f2348bd28a66,STAT1,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-19,1273f2bd09b16515d1cdd0f72b1a77ec763ced8cad30ca3b5a83216d45db8a2a,188.214.93.170,1509,duckyboss.duckdns.org,chrome.exe,Google Chrome,Google Chrome,chrome,update.exe,517c7e4d0585dcd27c8c6b925942cfb22b81fa73831fbb3052fdab1e745c313e,CoC Bot,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
2016-02-21,12b6d1b21fc967ffdeed487c40693305a941c4bb3f640c99d11d17f035bf324f,windows00.duckdns.org,6318,Disabled,Disabled,Disabled,N/A,N/A,N/A,122668fb64efc7f339170b5e8da878e93b12bf22,KALI,No,No,Yes,Yes,No,No,No,No,No
2016-02-10,12f8a80ffaf3438783e8d19e3bc6856ba7cb177488d440570584ac8a1153d1c1,sullycsgo.no-ip.org,27010,Disabled,shaoware.exe,shaoware,N/A,N/A,N/A,75078e2a22f36e12c427250cd63a5ad2dd89646c,SHAOWARE,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-23,133e976b97ac975944376ba041ccb2799bc32a31b13ea562bb95b18b4a1cb51f,zebookis.ddns.net,6318,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,40a675469e4e3cfb5b1266dceac17bc80367a060,Spread_,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-04,134aa3bb9d20205d0a1e596c3d31e11800eabb5a92e7fd2c7ad474bb91358181,eu-fr01.servehttp.com,8984,Disabled,vc2012-x86.exe,Visual Studio Runtime,Visual Studio Runtime,Data,vc2010-x86.exe,9a83a2064a99b5d845ae2419cd5ea65cffb9f46203168b403d5351199b907489,HOME,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2016-03-30,13de96c5cb75fcafb93e76a67a18619a243bf7fae46d160ea77e125bfc7082bb,185.17.1.25,3175,Disabled,Disabled,Disabled,N/A,N/A,N/A,7a4ab1ca1b9f1870d40f607d33e5639879927274,PoiSoN,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-20,1400173fe02f3a7cc9a970e0582ebee93cd7399bc27d0b675806741640800204,connectioncheck.freedns.su,40714,lum.sammytheseal.xyz,svchost.exe,Microsoft Corporation,Microsoft,Microsoft,setspn.exe,79a2efa3a8583977eabff3e1d9cd3f8a3422a43b0552a2f4b2c7f90fd8c6c6b8,0411,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2016-05-04,142962ee66663a044b4b4c54ed9917a4b994a53a3b7a75f5f07223841e680cd7,anonykidz.ddns.net,1604,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,0fe8c4211dd49c4047b5d1dfbd1360acbae9f435b6645824a54cc0299ac4d65e,RC7,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-04-26,14b8cf810af45e49912ad736bb850876b586578fa23ed83459949f93e0843910,snoopy28.ddns.net,6318,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,a4c0b356cae17928c4630e7a356ec703b94ef6edace08fb831c22f4628318017,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2016-04-24,14eaff70af4e990d418a134e421afcbabb9af093f55d47e531756265ce39525e,immy.no-ip.biz,1786,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,a54d0a76878ee5cb5bfcb92d07a58d9bde1bbdde364aa82040fb4b156289d617,vishal,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2016-05-05,14fff5fc6c915108d5785cc81d2b9a4b1a9a5424f7e00d3ae17effc402a1b0be,78.47.149.84,1988,Disabled,CortanStartup.exe,winStart.exe,FirefoxData,%appdata%,windowsCort.exe,bd4bbeeed1854917b47315cb9954f0f87bf7aad259a676e99e104b0d4f5634d9,AzureService,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2016-04-15,163b2a73618a518bb8257494c6cce3003947d31b540229757e5c008b095fb70d,yoder.shadowrouting.xyz,6318,yoder.nullroute.pw,client.exe,Client,N/A,N/A,N/A,439a07ec1f93d34a20b69d9ed4376abaf9257047,myHope,No,Yes,Yes,No,Yes,No,No,No,No
2016-03-28,163fcc0756900b71eca4a7f3222bcc155efc5e5630c94bc6cbf03e5e7c8b7dd3,pwryan.strangled.net,30981,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,c201942edb1dc2ccd5208b1fedd5780e8d3290fe,Escrow,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-08,169e0883d6c608684604780543426cddf4bbb5cc8ca3748ecfd4d9d8684a3264,zassielumo.ddns.net,12345,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,14a29b54da13aa30121318b78a85e513ea3b2ef8,Update20,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-19,16c03593b430d1a1f3979a64284a0ded4f7d37365468f1f2f848739f66e81781,topsales123.duckdns.org,6318,Disabled,CEVO.exe,CEVO Client,N/A,N/A,N/A,359e77888fbfea661cfb31a77475701c59636b6e,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2016-02-03,16e2b77e0187886f0efcdf50b8b7c5c66ded92c84675e11596f31ec2927c0e66,80.213.145.3,6318,Disabled,services.exe,services,N/A,N/A,N/A,257b25afdc5abe051f13cce5697e9ae72e0166ec,BINY,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-04,17133414da9532d3501e0f22a60dda31813a615c6d4e74bd0ad6e941c984a428,hikomartin.zapto.org,3015,hikomartin.zapto.org,WinDir.exe,Client Monitor,Client,Monitor,clientmonitor.exe,c0021e58f6236f3f19dfe3df536dc74661bc8f19ebc1ef205f4a0bf62b6263d9,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-06-04,1747dd755556d0226cf8a684aaa83147cc297fe804a88e4f1e30744894953006,lumintest.duckdns.org,2014,lumintest.duckdns.org,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,8a1715c09c5725204b3d8d4d334551dd7b8d71ed87d254aa40de47233d22d1c5,HOME,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
