2018-07-24 03:00:39,c8f457649a33e2c828a70bef48546c7d7a33619dd16ac50207dc744fa4a72260,RTF
2018-07-26 03:31:09,fb4c58f52de03f3d2fea8bcb582b0bbb21cad0a29e504b3284a4fe7f6d6844c5,RTF
2018-07-25 03:24:51,137e72e83b4cd50bb880378eb1cd5bfd2e6a6b1c42da9dbb49595a23b5f7a56d,PE
2018-07-23 01:00:28,14b6f5f3a04a8f6ba5dce1a71c48d28d8c5f9ba7e2615ab55e92e85fe9db610e,RTF
2018-07-24 09:31:19,907d3ce8d28a602ce9cdfbb5d1ffb73ed4addbfffb6c8ad66881ee96b8627888,RTF
2018-07-24 10:00:45,c72d0b2468c64391b489d45bace3b5619f3379ac2a0dc4c24a04d6bdf5317556,RTF
2018-07-24 09:30:45,8cdbebdd4f05304622623273903ebca5849515ba31a5be499f117eae08671200,RTF
2018-07-24 10:00:51,e0a2cbc7d7a85cf41ffcb4bed96d181d3a177dc54ea2f6ffc275b838fc3e04e2,RTF
2018-07-23 09:31:12,403c24866f73203ad4edea6e887b3d9ab046f26be9baa9dbcef4e7d31a69430a,RTF
2018-07-23 17:06:02,d84feff4c109ae89c3712afd4454ec8a2e9171930cee71d665fd7bbe705b095e,PE
2018-07-24 09:00:56,39e54f53b8ac334d46b014c94b486db0d7ecdcf327f3bebc2308d42542889a6f,RTF
2018-07-24 09:31:05,5ec78fc9faba272cf0a19c205231ce0a4ed9e5b225e24841e0afcbd6d764f050,RTF
2018-07-17 01:31:47,d212a6d9aad594f502753d1db441ddd5d1610f903a82f94107030853a2101622,RTF
2018-07-17 01:32:00,1259ee90dfbfd09317a198bce3c1e0473bf3ea43601d389c60fe6ce930c28dea,RTF
2018-07-21 04:32:03,d2263fe668e1a318b21323718708ee06317ea7ec14b834c93586d6588fe48ea8,RTF
2018-07-21 01:30:48,8bd284ac6b2f7ea77899033537695bd1e7ed36c991eaaf72c4f94b5eea371993,RTF
2018-07-21 04:33:03,20ba7a62ea217c16beadbb43b116a1b9834fd86689e15894353363d0c2839596,RTF
2018-07-18 02:31:44,b38d57eb48fe8d2f69be9754a45cfb5f00ea1e48a7dd4edc77ab718ff5429e23,RTF
2018-07-17 01:32:15,f2caf7dde4d99bd4a5368bcc1444172e304ed2d62bebe8e32fd53ab0807a0f31,RTF
2018-07-21 05:06:46,71ea8894d4656933a13476da57b1c31e1192fb8bb7d487a8260a09344b6ed553,RTF
2018-07-21 04:31:04,03e5d9fc07a5e2313ac94b83ecd836b9a8e5c22450ace28a775da0f88e2a6b6d,RTF
2018-07-17 01:31:09,dac3a32ba0b4ab1b888039d090b9c701f53792afdabef35de64972d9a707604c,RTF
2018-07-21 04:33:28,886473f5291c420272dc8dd3f7bddb81ffa282ca98352985159db8cab9bb3217,RTF
2018-07-17 01:31:14,47780d2581be8ae1fc9b97b4b28544044b7b90cf76c4baa269f768f2440fc6d3,RTF
2018-07-17 01:30:23,7f4e6d8a154ed26cbd126e60798786782c85657f7211e956e6f6c82cd084013f,RTF
2018-07-17 01:30:34,8d394f62830cb12e0e0577fd8b4a3620fb3d8d2744b2a6789da99c49892b2920,RTF
2018-07-21 04:34:23,215b7156548f04cf40c722189be95273d93e2cf8c53c396acca9ac94daf851ef,RTF
2018-07-21 04:32:35,96565776d0edb59a67c1a75b8f80f2797df405eeaacc9022fa7dc708905f3a7d,RTF
2018-07-21 04:33:23,e9c895b7bda8d7378c8ac46965fe8038541d02f285a8d0b47fd3cb94f6ed4e84,RTF
2018-07-18 01:30:35,246471d90780689fa0236f77b037ba6d6320fdc3543ea88cd97782899d4ebda5,RTF
2018-07-21 04:34:09,a8b4d718f1f3b01341977eb985a5c40638d33e050e3cb3c523baa5162576842e,RTF
